2015,KV,5348,Computer Sci & Anthropology,11
2014,KV,5349,Computer Sci & Astronomy,8
2015,KV,5349,Computer Sci & Astronomy,18
2013,KV,5350,Computer Sci & Chemistry,1
2014,KV,5350,Computer Sci & Chemistry,15
2015,KV,5350,Computer Sci & Chemistry,27
2014,KV,5351,Computer Sci & Linguistics,8
2015,KV,5351,Computer Sci & Linguistics,27
2005,KP,112,Computer Science,1064
2006,KP,112,Computer Science,987
2007,KP,112,Computer Science,956
2008,KP,112,Computer Science,980
2009,KP,112,Computer Science,1035
2010,KP,112,Computer Science,1169
2011,KP,112,Computer Science,1229
2012,KP,112,Computer Science,1386
2013,KP,112,Computer Science,1514
2014,KP,112,Computer Science,1596
2015,KP,112,Computer Science,1640
2005,KL,14,Consumer and Textile Marketing,54
2006,KL,14,Consumer and Textile Marketing,31
2007,KL,14,Consumer and Textile Marketing,9
2005,KR,149,Crafts,22
2006,KR,149,Crafts,23
2007,KR,149,Crafts,22
2008,KR,149,Crafts,20
2009,KR,149,Crafts,14
2010,KR,149,Crafts,14
2011,KR,149,Crafts,12
2012,KR,149,Crafts,14
2013,KR,149,Crafts,18
2014,KR,149,Crafts,16
2015,KR,149,Crafts,16
2005,KR,1136,Creative Writing,21
2005,KV,1136,Creative Writing,21
2006,KV,1136,Creative Writing,20
2007,KV,1136,Creative Writing,20
2008,KV,1136,Creative Writing,20
2009,KV,1136,Creative Writing,19
2010,KV,1136,Creative Writing,16
2011,KV,1136,Creative Writing,16
2012,KV,1136,Creative Writing,16
2013,KV,1136,Creative Writing,18
2013,KV,5347,Creative Writing,23
2014,KV,1136,Creative Writing,16
2014,KV,5347,Creative Writing,50
2015,KV,1136,Creative Writing,17
2015,KV,5347,Creative Writing,74
2005,KL,30,Crop Sciences,149
2006,KL,30,Crop Sciences,153
2007,KL,30,Crop Sciences,146
2008,KL,30,Crop Sciences,142
2009,KL,30,Crop Sciences,163
2010,KL,30,Crop Sciences,194
2011,KL,30,Crop Sciences,198
2012,KL,30,Crop Sciences,228
2013,KL,30,Crop Sciences,246
2014,KL,30,Crop Sciences,262
2015,KL,30,Crop Sciences,264
2005,KM,70,Curric Unassigned,363
2006,KM,70,Curric Unassigned,754
2007,KM,70,Curric Unassigned,1006
2008,KM,70,Curric Unassigned,1139
2009,KM,70,Curric Unassigned,1038
2010,KM,70,Curric Unassigned,1020
2011,KM,70,Curric Unassigned,1032
2012,KM,70,Curric Unassigned,924
2013,KM,70,Curric Unassigned,983
2014,KM,70,Curric Unassigned,975
2015,KM,70,Curric Unassigned,1026
2008,KN,1144,Curriculum and Instruction,36
2009,KN,1144,Curriculum and Instruction,70
2010,KN,1144,Curriculum and Instruction,89
2011,KN,1144,Curriculum and Instruction,121
2012,KN,1144,Curriculum and Instruction,113
2013,KN,1144,Curriculum and Instruction,113
2014,KN,1144,Curriculum and Instruction,112
2015,KN,1144,Curriculum and Instruction,116
2005,KR,261,Dance,66
2006,KR,261,Dance,69
2007,KR,261,Dance,78
2008,KR,261,Dance,82
